Ingredient code,Ingredient despcription,Nutrient code,Nutrient description ,Nutrient value
28313,"Rolls, hamburger or hot dog, whole wheat",646,"Fatty acids, total polyunsaturated",1.776
28314,"Crackers, sandwich-type, peanut butter filled, reduced fat",204,Total Fat,16.67
28314,"Crackers, sandwich-type, peanut butter filled, reduced fat",601,Cholesterol,0
28314,"Crackers, sandwich-type, peanut butter filled, reduced fat",606,"Fatty acids, total saturated",2.778
28314,"Crackers, sandwich-type, peanut butter filled, reduced fat",645,"Fatty acids, total monounsaturated",5.556
28314,"Crackers, sandwich-type, peanut butter filled, reduced fat",646,"Fatty acids, total polyunsaturated",6.944
28315,"Bread, cinnamon",204,Total Fat,5.29
28315,"Bread, cinnamon",601,Cholesterol,0
28315,"Bread, cinnamon",606,"Fatty acids, total saturated",0
28315,"Bread, cinnamon",645,"Fatty acids, total monounsaturated",0
28315,"Bread, cinnamon",646,"Fatty acids, total polyunsaturated",3.527
28316,"Bread, wheat, sprouted",204,Total Fat,0
28316,"Bread, wheat, sprouted",601,Cholesterol,0
28316,"Bread, wheat, sprouted",606,"Fatty acids, total saturated",0
28316,"Bread, wheat, sprouted",645,"Fatty acids, total monounsaturated",0
28316,"Bread, wheat, sprouted",646,"Fatty acids, total polyunsaturated",0
28318,"Bread, french or vienna, whole wheat",204,Total Fat,1.04
28318,"Bread, french or vienna, whole wheat",601,Cholesterol,0
28318,"Bread, french or vienna, whole wheat",606,"Fatty acids, total saturated",0
28318,"Bread, french or vienna, whole wheat",645,"Fatty acids, total monounsaturated",0.18
28318,"Bread, french or vienna, whole wheat",646,"Fatty acids, total polyunsaturated",0.576
28321,"Rolls, hamburger, whole grain white, calcium-fortified",204,Total Fat,3.49
28321,"Rolls, hamburger, whole grain white, calcium-fortified",601,Cholesterol,0
28321,"Rolls, hamburger, whole grain white, calcium-fortified",606,"Fatty acids, total saturated",1.163
28321,"Rolls, hamburger, whole grain white, calcium-fortified",645,"Fatty acids, total monounsaturated",0.564
28321,"Rolls, hamburger, whole grain white, calcium-fortified",646,"Fatty acids, total polyunsaturated",1.221
28324,"Pancakes, whole wheat, dry mix, incomplete",204,Total Fat,1.32
28324,"Pancakes, whole wheat, dry mix, incomplete",601,Cholesterol,0
28324,"Pancakes, whole wheat, dry mix, incomplete",606,"Fatty acids, total saturated",0
28324,"Pancakes, whole wheat, dry mix, incomplete",645,"Fatty acids, total monounsaturated",0.057
28324,"Pancakes, whole wheat, dry mix, incomplete",646,"Fatty acids, total polyunsaturated",0.259
28326,"Crackers, whole grain, sandwich-type, with peanut butter filling",204,Total Fat,21.18
28326,"Crackers, whole grain, sandwich-type, with peanut butter filling",601,Cholesterol,0
28326,"Crackers, whole grain, sandwich-type, with peanut butter filling",606,"Fatty acids, total saturated",4.525
28326,"Crackers, whole grain, sandwich-type, with peanut butter filling",645,"Fatty acids, total monounsaturated",9.779
28326,"Crackers, whole grain, sandwich-type, with peanut butter filling",646,"Fatty acids, total polyunsaturated",4.497
28327,"Crackers, water biscuits",204,Total Fat,7.14
28327,"Crackers, water biscuits",601,Cholesterol,0
28327,"Crackers, water biscuits",606,"Fatty acids, total saturated",0
28327,"Crackers, water biscuits",645,"Fatty acids, total monounsaturated",4.043
28327,"Crackers, water biscuits",646,"Fatty acids, total polyunsaturated",2.457
28328,"Cookies, chocolate chip sandwich, with creme filling",204,Total Fat,17.65
28328,"Cookies, chocolate chip sandwich, with creme filling",601,Cholesterol,0
28328,"Cookies, chocolate chip sandwich, with creme filling",606,"Fatty acids, total saturated",5.882
28328,"Cookies, chocolate chip sandwich, with creme filling",645,"Fatty acids, total monounsaturated",4.504
28328,"Cookies, chocolate chip sandwich, with creme filling",646,"Fatty acids, total polyunsaturated",6.393
28329,"Cookies, chocolate, made with rice cereal",204,Total Fat,19.35
28329,"Cookies, chocolate, made with rice cereal",601,Cholesterol,0
28329,"Cookies, chocolate, made with rice cereal",606,"Fatty acids, total saturated",11.29
28329,"Cookies, chocolate, made with rice cereal",645,"Fatty acids, total monounsaturated",3.966
28329,"Cookies, chocolate, made with rice cereal",646,"Fatty acids, total polyunsaturated",3.013
28330,"Cookies, marshmallow, with rice cereal and chocolate chips",204,Total Fat,18.18
28330,"Cookies, marshmallow, with rice cereal and chocolate chips",601,Cholesterol,0
28330,"Cookies, marshmallow, with rice cereal and chocolate chips",606,"Fatty acids, total saturated",11.364
28330,"Cookies, marshmallow, with rice cereal and chocolate chips",645,"Fatty acids, total monounsaturated",4.207
28330,"Cookies, marshmallow, with rice cereal and chocolate chips",646,"Fatty acids, total polyunsaturated",1.773
28332,"Cookies, gluten-free, chocolate sandwich, with creme filling",204,Total Fat,17.89
28332,"Cookies, gluten-free, chocolate sandwich, with creme filling",601,Cholesterol,0
28332,"Cookies, gluten-free, chocolate sandwich, with creme filling",606,"Fatty acids, total saturated",7.905
28332,"Cookies, gluten-free, chocolate sandwich, with creme filling",645,"Fatty acids, total monounsaturated",6.142
28332,"Cookies, gluten-free, chocolate sandwich, with creme filling",646,"Fatty acids, total polyunsaturated",1.807
28337,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",204,Total Fat,5.24
28337,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",601,Cholesterol,0
28337,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",606,"Fatty acids, total saturated",0.977
28337,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",645,"Fatty acids, total monounsaturated",2.009
28337,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",646,"Fatty acids, total polyunsaturated",0.516
28341,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",204,Total Fat,2.65
28341,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",601,Cholesterol,0
28341,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",606,"Fatty acids, total saturated",0.215
28341,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",645,"Fatty acids, total monounsaturated",1.353
28341,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",646,"Fatty acids, total polyunsaturated",0.637
28345,"Crackers, gluten-free, multi-seeded and multigrain",204,Total Fat,15.84
28345,"Crackers, gluten-free, multi-seeded and multigrain",601,Cholesterol,0
28345,"Crackers, gluten-free, multi-seeded and multigrain",606,"Fatty acids, total saturated",2.069
28345,"Crackers, gluten-free, multi-seeded and multigrain",645,"Fatty acids, total monounsaturated",7.004
28345,"Crackers, gluten-free, multi-seeded and multigrain",646,"Fatty acids, total polyunsaturated",5.981
28346,"Waffles, gluten-free, frozen, ready-to-heat",204,Total Fat,8.84
28346,"Waffles, gluten-free, frozen, ready-to-heat",601,Cholesterol,0
28346,"Waffles, gluten-free, frozen, ready-to-heat",606,"Fatty acids, total saturated",0.781
28346,"Waffles, gluten-free, frozen, ready-to-heat",645,"Fatty acids, total monounsaturated",4.456
28346,"Waffles, gluten-free, frozen, ready-to-heat",646,"Fatty acids, total polyunsaturated",2.375
28347,"Pancakes, gluten-free, frozen, ready-to-heat",204,Total Fat,4.55
28347,"Pancakes, gluten-free, frozen, ready-to-heat",601,Cholesterol,12
28347,"Pancakes, gluten-free, frozen, ready-to-heat",606,"Fatty acids, total saturated",0.48
28347,"Pancakes, gluten-free, frozen, ready-to-heat",645,"Fatty acids, total monounsaturated",2.376
28347,"Pancakes, gluten-free, frozen, ready-to-heat",646,"Fatty acids, total polyunsaturated",1.241
28348,"Rolls, dinner, sweet",204,Total Fat,7.37
28348,"Rolls, dinner, sweet",601,Cholesterol,55
28348,"Rolls, dinner, sweet",606,"Fatty acids, total saturated",3.516
28348,"Rolls, dinner, sweet",645,"Fatty acids, total monounsaturated",1.851
28348,"Rolls, dinner, sweet",646,"Fatty acids, total polyunsaturated",0.855
28349,"Cookies, oatmeal, reduced fat",204,Total Fat,10.04
28349,"Cookies, oatmeal, reduced fat",601,Cholesterol,20
28349,"Cookies, oatmeal, reduced fat",606,"Fatty acids, total saturated",4.09
28349,"Cookies, oatmeal, reduced fat",645,"Fatty acids, total monounsaturated",3.332
28349,"Cookies, oatmeal, reduced fat",646,"Fatty acids, total polyunsaturated",2.269
28350,"Cookies, chocolate cream covered biscuit sticks",204,Total Fat,22.5
28350,"Cookies, chocolate cream covered biscuit sticks",601,Cholesterol,0
28350,"Cookies, chocolate cream covered biscuit sticks",606,"Fatty acids, total saturated",12.584
28350,"Cookies, chocolate cream covered biscuit sticks",645,"Fatty acids, total monounsaturated",2.065
28350,"Cookies, chocolate cream covered biscuit sticks",646,"Fatty acids, total polyunsaturated",6.717
28351,"Cookies, Marie biscuit",204,Total Fat,10.58
28351,"Cookies, Marie biscuit",601,Cholesterol,0
28351,"Cookies, Marie biscuit",606,"Fatty acids, total saturated",5.291
28351,"Cookies, Marie biscuit",645,"Fatty acids, total monounsaturated",2.694
28351,"Cookies, Marie biscuit",646,"Fatty acids, total polyunsaturated",1.67
28352,"Cookies, vanilla sandwich with creme filling, reduced fat",204,Total Fat,10.42
28352,"Cookies, vanilla sandwich with creme filling, reduced fat",601,Cholesterol,0
28352,"Cookies, vanilla sandwich with creme filling, reduced fat",606,"Fatty acids, total saturated",3.175
28352,"Cookies, vanilla sandwich with creme filling, reduced fat",645,"Fatty acids, total monounsaturated",5.602
28352,"Cookies, vanilla sandwich with creme filling, reduced fat",646,"Fatty acids, total polyunsaturated",1.118
28397,"Bread, multi-grain (includes whole-grain)",204,Total Fat,4.23
28397,"Bread, multi-grain (includes whole-grain)",601,Cholesterol,0
28397,"Bread, multi-grain (includes whole-grain)",606,"Fatty acids, total saturated",0.872
28397,"Bread, multi-grain (includes whole-grain)",645,"Fatty acids, total monounsaturated",0.76
28397,"Bread, multi-grain (includes whole-grain)",646,"Fatty acids, total polyunsaturated",1.872
28399,"Cookies, animal crackers (includes arrowroot, tea biscuits)",204,Total Fat,13.8
28399,"Cookies, animal crackers (includes arrowroot, tea biscuits)",601,Cholesterol,0
28399,"Cookies, animal crackers (includes arrowroot, tea biscuits)",606,"Fatty acids, total saturated",3.463
28399,"Cookies, animal crackers (includes arrowroot, tea biscuits)",645,"Fatty acids, total monounsaturated",7.666
28399,"Cookies, animal crackers (includes arrowroot, tea biscuits)",646,"Fatty acids, total polyunsaturated",1.873
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",204,Total Fat,8.92
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",601,Cholesterol,0
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",606,"Fatty acids, total saturated",1.157
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",645,"Fatty acids, total monounsaturated",3.703
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",646,"Fatty acids, total polyunsaturated",2.863
31033,"Ginger root, pickled, canned, with artificial sweetener",204,Total Fat,0.1
31033,"Ginger root, pickled, canned, with artificial sweetener",601,Cholesterol,0
31033,"Ginger root, pickled, canned, with artificial sweetener",606,"Fatty acids, total saturated",0.037
31033,"Ginger root, pickled, canned, with artificial sweetener",645,"Fatty acids, total monounsaturated",0.02
31033,"Ginger root, pickled, canned, with artificial sweetener",646,"Fatty acids, total polyunsaturated",0.034
31034,"Peppers, hot pickled, canned",204,Total Fat,0.4
31034,"Peppers, hot pickled, canned",601,Cholesterol,0
31034,"Peppers, hot pickled, canned",606,"Fatty acids, total saturated",0.061
31034,"Peppers, hot pickled, canned",645,"Fatty acids, total monounsaturated",0.023
31034,"Peppers, hot pickled, canned",646,"Fatty acids, total polyunsaturated",0.143
31036,"Potatoes, mashed, ready-to-eat",204,Total Fat,5.01
31036,"Potatoes, mashed, ready-to-eat",601,Cholesterol,13
31036,"Potatoes, mashed, ready-to-eat",606,"Fatty acids, total saturated",2.632
31036,"Potatoes, mashed, ready-to-eat",645,"Fatty acids, total monounsaturated",1.236
31036,"Potatoes, mashed, ready-to-eat",646,"Fatty acids, total polyunsaturated",0.684
32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",204,Total Fat,1.37
32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",601,Cholesterol,1
32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",606,"Fatty acids, total saturated",0.307
32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",645,"Fatty acids, total monounsaturated",0.373
32002,"Rice and vermicelli mix, rice pilaf flavor, unprepared",646,"Fatty acids, total polyunsaturated",0.377
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",204,Total Fat,1.88
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",601,Cholesterol,1
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",606,"Fatty acids, total saturated",0.368
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",645,"Fatty acids, total monounsaturated",0.292
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",646,"Fatty acids, total polyunsaturated",0.497
32009,"Pasta mix, classic beef, unprepared",204,Total Fat,1.78
32009,"Pasta mix, classic beef, unprepared",601,Cholesterol,0
32009,"Pasta mix, classic beef, unprepared",606,"Fatty acids, total saturated",0.439
32009,"Pasta mix, classic beef, unprepared",645,"Fatty acids, total monounsaturated",0.501
32009,"Pasta mix, classic beef, unprepared",646,"Fatty acids, total polyunsaturated",0.808
32010,"Pasta mix, Italian lasagna, unprepared",204,Total Fat,1.97
32010,"Pasta mix, Italian lasagna, unprepared",601,Cholesterol,1
32010,"Pasta mix, Italian lasagna, unprepared",606,"Fatty acids, total saturated",0.443
32010,"Pasta mix, Italian lasagna, unprepared",645,"Fatty acids, total monounsaturated",0.423
32010,"Pasta mix, Italian lasagna, unprepared",646,"Fatty acids, total polyunsaturated",0.415
32011,"Yellow rice with seasoning, dry packet mix, unprepared",204,Total Fat,1.75
32011,"Yellow rice with seasoning, dry packet mix, unprepared",601,Cholesterol,0
32011,"Yellow rice with seasoning, dry packet mix, unprepared",606,"Fatty acids, total saturated",0
32011,"Yellow rice with seasoning, dry packet mix, unprepared",645,"Fatty acids, total monounsaturated",0.43
32011,"Yellow rice with seasoning, dry packet mix, unprepared",646,"Fatty acids, total polyunsaturated",0.833
32012,"Pizza rolls, frozen, unprepared",204,Total Fat,9.98
32012,"Pizza rolls, frozen, unprepared",601,Cholesterol,6
32012,"Pizza rolls, frozen, unprepared",606,"Fatty acids, total saturated",2.494
32012,"Pizza rolls, frozen, unprepared",645,"Fatty acids, total monounsaturated",3.849
32012,"Pizza rolls, frozen, unprepared",646,"Fatty acids, total polyunsaturated",2.853
32013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",204,Total Fat,5.52
32013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",601,Cholesterol,17
32013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",606,"Fatty acids, total saturated",1.724
32013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",645,"Fatty acids, total monounsaturated",2.519
32013,"Potsticker or wonton, pork and vegetable, frozen, unprepared",646,"Fatty acids, total polyunsaturated",0.782
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",204,Total Fat,4.03
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",601,Cholesterol,15
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",606,"Fatty acids, total saturated",0.409
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",645,"Fatty acids, total monounsaturated",2.291
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",646,"Fatty acids, total polyunsaturated",1.119
32016,"Macaroni or noodles with cheese, microwaveable, unprepared",204,Total Fat,6.56
